{'seed': 2026, 'model': 'LightGCN', 'dataset': 'MIND', 'min_interaction': 10, 'noise': 0.0, 'add_p': 1.0, 'out_dim': 64, 'use_gpu': True, 'device': device(type='cuda'), 'device_id': [0], 'batch_size': 2048, 'test_batch_size': 2048, 'patience': 100, 'val_interval': 20, 'lr': 0.001, 'weight_decay': 0.001, 'min_epochs': 40, 'n_epochs': 100, 'rec_top_k': [20, 50], 'method': 'VQ', 'temp': 0.1, 'item_num': 5, 'num_codebook': 256, 'num_hirearchy': 3, 'main_file': '2025041606_0.001_0.001_256', 'model_config': {'device': device(type='cuda'), 'dim': 64, 'n_layers': 4, 'denoise_config': {'num_codebook': 256, 'num_hirearchy': 3, 'codebook_dimension': 64, 'begin_adv': 10}, 'n_users': 38441, 'n_items': 38000}, 'checkpoints': 'checkpoints'}
LightGCN
{'device': device(type='cuda'), 'dim': 64, 'n_layers': 4, 'denoise_config': {'num_codebook': 256, 'num_hirearchy': 3, 'codebook_dimension': 64, 'begin_adv': 10}}
#User: 38441, #Item: 38000, #Ratings: 1210953, AvgLen: 31.5, Sparsity: 99.92
Create Dataloader with batch_size:2048
Epoch 0: Rec Loss: 0.3695, Time: 10.45
Epoch 1: Rec Loss: 0.2083, Time: 11.15
Epoch 2: Rec Loss: 0.2025, Time: 12.78
Epoch 3: Rec Loss: 0.1982, Time: 11.01
Epoch 4: Rec Loss: 0.1964, Time: 10.64
Epoch 5: Rec Loss: 0.1948, Time: 10.65
Epoch 6: Rec Loss: 0.1921, Time: 10.66
Epoch 7: Rec Loss: 0.1906, Time: 10.63
Epoch 8: Rec Loss: 0.1894, Time: 10.64
Epoch 9: Rec Loss: 0.1876, Time: 10.64
Epoch 10: Rec Loss: 0.1112, Time: 13.60
Epoch 11: Rec Loss: 0.1152, Time: 13.59
Epoch 12: Rec Loss: 0.1210, Time: 13.54
Epoch 13: Rec Loss: 0.1208, Time: 13.50
Epoch 14: Rec Loss: 0.1320, Time: 13.53
Epoch 15: Rec Loss: 0.1329, Time: 13.52
Epoch 16: Rec Loss: 0.1324, Time: 13.51
Epoch 17: Rec Loss: 0.1330, Time: 13.52
Epoch 18: Rec Loss: 0.1344, Time: 13.52
Epoch 19: Rec Loss: 0.1351, Time: 13.53
Validation - Time: 157.84
Recommendation Performanceat Epoch 19:
Recall@20: 0.0624, NDCG@20: 0.0371;
Recall@50: 0.1174, NDCG@50: 0.0530;
Epoch 20: Rec Loss: 0.1352, Time: 13.33
Epoch 21: Rec Loss: 0.1358, Time: 13.36
Epoch 22: Rec Loss: 0.1383, Time: 13.39
Epoch 23: Rec Loss: 0.1343, Time: 13.51
Epoch 24: Rec Loss: 0.1318, Time: 13.52
Epoch 25: Rec Loss: 0.1301, Time: 13.50
Epoch 26: Rec Loss: 0.1229, Time: 13.55
