{'seed': 2026, 'model': 'MF', 'dataset': 'MIND', 'min_interaction': 10, 'noise': 0.0, 'add_p': 1.0, 'out_dim': 64, 'use_gpu': True, 'device': device(type='cuda'), 'device_id': [0], 'batch_size': 2048, 'test_batch_size': 2048, 'patience': 100, 'val_interval': 20, 'lr': 0.01, 'weight_decay': 0.0001, 'min_epochs': 40, 'n_epochs': 100, 'rec_top_k': [20, 50], 'method': 'VQ', 'temp': 0.1, 'item_num': 5, 'num_codebook': 1024, 'num_hirearchy': 3, 'begin_adv': 10, 'main_file': '2025041708_0.01_0.0001_1024', 'model_config': {'device': device(type='cuda'), 'dim': 64, 'denoise_config': {'num_codebook': 1024, 'num_hirearchy': 3, 'codebook_dimension': 64, 'begin_adv': 10}, 'n_users': 38441, 'n_items': 38000}, 'checkpoints': 'checkpoints'}
MF
{'device': device(type='cuda'), 'dim': 64, 'denoise_config': {'num_codebook': 1024, 'num_hirearchy': 3, 'codebook_dimension': 64, 'begin_adv': 10}}
#User: 38441, #Item: 38000, #Ratings: 1210953, AvgLen: 31.5, Sparsity: 99.92
Create Dataloader with batch_size:2048
Epoch 0: Rec Loss: 0.4437, Time: 6.59
Epoch 1: Rec Loss: 0.1109, Time: 6.61
Epoch 2: Rec Loss: 0.0846, Time: 6.58
Epoch 3: Rec Loss: 0.0729, Time: 6.58
Epoch 4: Rec Loss: 0.0669, Time: 6.59
Epoch 5: Rec Loss: 0.0627, Time: 6.59
Epoch 6: Rec Loss: 0.0584, Time: 6.59
Epoch 7: Rec Loss: 0.0568, Time: 6.60
Epoch 8: Rec Loss: 0.0547, Time: 6.61
Epoch 9: Rec Loss: 0.0526, Time: 6.61
Epoch 10: Rec Loss: 0.0326, Time: 15.58
Epoch 11: Rec Loss: 0.0295, Time: 15.65
Epoch 12: Rec Loss: 0.0281, Time: 15.66
Epoch 13: Rec Loss: 0.0265, Time: 15.69
Epoch 14: Rec Loss: 0.0259, Time: 15.67
Epoch 15: Rec Loss: 0.0256, Time: 15.68
Epoch 16: Rec Loss: 0.0252, Time: 15.69
Epoch 17: Rec Loss: 0.0237, Time: 15.69
Epoch 18: Rec Loss: 0.0238, Time: 15.70
Epoch 19: Rec Loss: 0.0242, Time: 15.71
Validation - Time: 166.47
Recommendation Performanceat Epoch 19:
Recall@20: 0.0426, NDCG@20: 0.0245;
Recall@50: 0.0853, NDCG@50: 0.0370;
Epoch 20: Rec Loss: 0.0243, Time: 15.56
Epoch 21: Rec Loss: 0.0240, Time: 15.67
Epoch 22: Rec Loss: 0.0241, Time: 15.68
Epoch 23: Rec Loss: 0.0236, Time: 15.68
Epoch 24: Rec Loss: 0.0231, Time: 15.69
Epoch 25: Rec Loss: 0.0228, Time: 15.68
Epoch 26: Rec Loss: 0.0228, Time: 15.70
Epoch 27: Rec Loss: 0.0230, Time: 15.72
Epoch 28: Rec Loss: 0.0222, Time: 15.67
Epoch 29: Rec Loss: 0.0222, Time: 15.66
Epoch 30: Rec Loss: 0.0222, Time: 15.64
Epoch 31: Rec Loss: 0.0212, Time: 15.66
Epoch 32: Rec Loss: 0.0209, Time: 15.68
Epoch 33: Rec Loss: 0.0199, Time: 15.69
Epoch 34: Rec Loss: 0.0201, Time: 15.71
Epoch 35: Rec Loss: 0.0198, Time: 15.71
Epoch 36: Rec Loss: 0.0197, Time: 15.64
Epoch 37: Rec Loss: 0.0191, Time: 15.57
Epoch 38: Rec Loss: 0.0193, Time: 15.59
Epoch 39: Rec Loss: 0.0195, Time: 15.59
Validation - Time: 153.79
Recommendation Performanceat Epoch 39:
Recall@20: 0.0451, NDCG@20: 0.0260;
Recall@50: 0.0879, NDCG@50: 0.0385;
Epoch 40: Rec Loss: 0.0196, Time: 15.67
Epoch 41: Rec Loss: 0.0191, Time: 15.69
Epoch 42: Rec Loss: 0.0194, Time: 15.66
Epoch 43: Rec Loss: 0.0189, Time: 15.69
Epoch 44: Rec Loss: 0.0191, Time: 15.69
Epoch 45: Rec Loss: 0.0186, Time: 15.69
Epoch 46: Rec Loss: 0.0185, Time: 15.69
Epoch 47: Rec Loss: 0.0186, Time: 15.70
Epoch 48: Rec Loss: 0.0190, Time: 15.71
Epoch 49: Rec Loss: 0.0193, Time: 15.70
Epoch 50: Rec Loss: 0.0188, Time: 15.70
Epoch 51: Rec Loss: 0.0191, Time: 15.68
Epoch 52: Rec Loss: 0.0192, Time: 15.57
Epoch 53: Rec Loss: 0.0194, Time: 15.57
Epoch 54: Rec Loss: 0.0189, Time: 15.57
Epoch 55: Rec Loss: 0.0185, Time: 15.58
Epoch 56: Rec Loss: 0.0188, Time: 15.56
Epoch 57: Rec Loss: 0.0185, Time: 15.58
Epoch 58: Rec Loss: 0.0184, Time: 15.57
Epoch 59: Rec Loss: 0.0182, Time: 15.59
Validation - Time: 154.43
Recommendation Performanceat Epoch 59:
Recall@20: 0.0462, NDCG@20: 0.0271;
Recall@50: 0.0891, NDCG@50: 0.0397;
Epoch 60: Rec Loss: 0.0182, Time: 15.69
Epoch 61: Rec Loss: 0.0181, Time: 15.70
Epoch 62: Rec Loss: 0.0180, Time: 15.69
Epoch 63: Rec Loss: 0.0182, Time: 15.72
Epoch 64: Rec Loss: 0.0183, Time: 15.68
Epoch 65: Rec Loss: 0.0184, Time: 15.71
Epoch 66: Rec Loss: 0.0184, Time: 15.72
Epoch 67: Rec Loss: 0.0189, Time: 15.64
Epoch 68: Rec Loss: 0.0183, Time: 15.59
Epoch 69: Rec Loss: 0.0183, Time: 15.59
Epoch 70: Rec Loss: 0.0181, Time: 15.58
