{'seed': 2025, 'model': 'LightGCN', 'dataset': 'MIND', 'min_interaction': 10, 'noise': 0.0, 'add_p': 1.0, 'out_dim': 64, 'use_gpu': True, 'device': device(type='cuda'), 'device_id': [0], 'batch_size': 2048, 'test_batch_size': 2048, 'patience': 100, 'val_interval': 20, 'lr': 0.01, 'weight_decay': 0.0001, 'min_epochs': 40, 'n_epochs': 100, 'rec_top_k': [20, 50], 'method': 'VQ', 'temp': 0.1, 'item_num': 5, 'num_codebook': 64, 'num_hirearchy': 3, 'begin_adv': 20, 'main_file': '2025041713_0.01_0.0001_20_64', 'model_config': {'device': device(type='cuda'), 'dim': 64, 'n_layers': 4, 'denoise_config': {'num_codebook': 64, 'num_hirearchy': 3, 'codebook_dimension': 64, 'begin_adv': 20}, 'n_users': 38441, 'n_items': 38000}, 'checkpoints': 'checkpoints'}
LightGCN
{'device': device(type='cuda'), 'dim': 64, 'n_layers': 4, 'denoise_config': {'num_codebook': 64, 'num_hirearchy': 3, 'codebook_dimension': 64, 'begin_adv': 20}}
#User: 38441, #Item: 38000, #Ratings: 1210953, AvgLen: 31.5, Sparsity: 99.92
Create Dataloader with batch_size:2048
Epoch 0: Rec Loss: 0.2096, Time: 10.46
Epoch 1: Rec Loss: 0.1718, Time: 10.37
Epoch 2: Rec Loss: 0.1435, Time: 10.43
Epoch 3: Rec Loss: 0.1184, Time: 10.44
Epoch 4: Rec Loss: 0.1013, Time: 10.44
Epoch 5: Rec Loss: 0.0879, Time: 10.43
Epoch 6: Rec Loss: 0.0782, Time: 10.36
Epoch 7: Rec Loss: 0.0707, Time: 10.32
Epoch 8: Rec Loss: 0.0658, Time: 10.34
Epoch 9: Rec Loss: 0.0610, Time: 10.34
Epoch 10: Rec Loss: 0.0581, Time: 10.36
Epoch 11: Rec Loss: 0.0546, Time: 10.35
Epoch 12: Rec Loss: 0.0530, Time: 10.34
Epoch 13: Rec Loss: 0.0504, Time: 10.35
Epoch 14: Rec Loss: 0.0492, Time: 10.34
Epoch 15: Rec Loss: 0.0479, Time: 10.34
Epoch 16: Rec Loss: 0.0467, Time: 10.37
Epoch 17: Rec Loss: 0.0460, Time: 10.36
Epoch 18: Rec Loss: 0.0446, Time: 10.36
Epoch 19: Rec Loss: 0.0442, Time: 10.40
Validation - Time: 159.98
Recommendation Performanceat Epoch 19:
Recall@20: 0.0868, NDCG@20: 0.0508;
Recall@50: 0.1561, NDCG@50: 0.0710;
Epoch 20: Rec Loss: 0.0305, Time: 13.01
Epoch 21: Rec Loss: 0.0316, Time: 12.98
Epoch 22: Rec Loss: 0.0310, Time: 12.95
Epoch 23: Rec Loss: 0.0301, Time: 12.96
Epoch 24: Rec Loss: 0.0292, Time: 12.98
Epoch 25: Rec Loss: 0.0304, Time: 12.95
Epoch 26: Rec Loss: 0.0306, Time: 12.95
Epoch 27: Rec Loss: 0.0310, Time: 12.93
Epoch 28: Rec Loss: 0.0309, Time: 12.94
Epoch 29: Rec Loss: 0.0304, Time: 12.90
Epoch 30: Rec Loss: 0.0306, Time: 12.89
Epoch 31: Rec Loss: 0.0299, Time: 12.91
Epoch 32: Rec Loss: 0.0297, Time: 12.88
Epoch 33: Rec Loss: 0.0295, Time: 12.91
Epoch 34: Rec Loss: 0.0291, Time: 12.96
Epoch 35: Rec Loss: 0.0290, Time: 12.95
Epoch 36: Rec Loss: 0.0284, Time: 12.97
Epoch 37: Rec Loss: 0.0281, Time: 12.96
Epoch 38: Rec Loss: 0.0283, Time: 12.97
Epoch 39: Rec Loss: 0.0286, Time: 13.02
Validation - Time: 159.38
Recommendation Performanceat Epoch 39:
Recall@20: 0.0913, NDCG@20: 0.0541;
Recall@50: 0.1645, NDCG@50: 0.0754;
Epoch 40: Rec Loss: 0.0287, Time: 12.89
Epoch 41: Rec Loss: 0.0282, Time: 12.89
Epoch 42: Rec Loss: 0.0286, Time: 12.88
Epoch 43: Rec Loss: 0.0283, Time: 12.90
Epoch 44: Rec Loss: 0.0284, Time: 12.89
Epoch 45: Rec Loss: 0.0284, Time: 12.89
Epoch 46: Rec Loss: 0.0284, Time: 12.90
Epoch 47: Rec Loss: 0.0283, Time: 12.87
Epoch 48: Rec Loss: 0.0285, Time: 12.88
Epoch 49: Rec Loss: 0.0283, Time: 12.90
Epoch 50: Rec Loss: 0.0284, Time: 12.90
Epoch 51: Rec Loss: 0.0280, Time: 12.87
Epoch 52: Rec Loss: 0.0278, Time: 12.89
Epoch 53: Rec Loss: 0.0280, Time: 12.91
Epoch 54: Rec Loss: 0.0280, Time: 12.89
Epoch 55: Rec Loss: 0.0281, Time: 12.89
Epoch 56: Rec Loss: 0.0278, Time: 12.88
Epoch 57: Rec Loss: 0.0278, Time: 12.83
Epoch 58: Rec Loss: 0.0276, Time: 12.88
Epoch 59: Rec Loss: 0.0277, Time: 12.70
Validation - Time: 159.21
