{'seed': 2024, 'model': 'MF', 'dataset': 'MIND', 'min_interaction': 10, 'noise': 0.0, 'add_p': 1.0, 'out_dim': 64, 'use_gpu': True, 'device': device(type='cuda'), 'device_id': [0], 'batch_size': 2048, 'test_batch_size': 2048, 'patience': 100, 'val_interval': 20, 'lr': 0.001, 'weight_decay': 0.001, 'min_epochs': 40, 'n_epochs': 100, 'rec_top_k': [20, 50], 'method': 'VQ', 'temp': 0.1, 'item_num': 5, 'num_codebook': 512, 'num_hirearchy': 3, 'begin_adv': 10, 'ema': 0.97, 'main_file': '2025041919_0.001_0.001_10_0.97_512'}
MF
{'device': device(type='cuda'), 'dim': 64, 'denoise_config': {'num_codebook': 512, 'num_hirearchy': 3, 'codebook_dimension': 64, 'begin_adv': 10, 'ema': 0.97}}
#User: 38441, #Item: 38000, #Ratings: 1210953, AvgLen: 31.5, Sparsity: 99.92
Create Dataloader with batch_size:2048
Epoch 0: Rec Loss: 0.6869, Time: 6.58
Epoch 1: Rec Loss: 0.6613, Time: 6.36
Epoch 2: Rec Loss: 0.6084, Time: 6.36
Epoch 3: Rec Loss: 0.4806, Time: 6.37
Epoch 4: Rec Loss: 0.3201, Time: 6.41
Epoch 5: Rec Loss: 0.2221, Time: 6.37
Epoch 6: Rec Loss: 0.1754, Time: 6.36
Epoch 7: Rec Loss: 0.1517, Time: 6.37
Epoch 8: Rec Loss: 0.1371, Time: 6.40
Epoch 9: Rec Loss: 0.1268, Time: 6.48
Epoch 10: Rec Loss: 0.0740, Time: 11.82
Epoch 11: Rec Loss: 0.0712, Time: 11.78
Epoch 12: Rec Loss: 0.0717, Time: 11.77
Epoch 13: Rec Loss: 0.0685, Time: 11.68
Epoch 14: Rec Loss: 0.0647, Time: 11.74
Epoch 15: Rec Loss: 0.0614, Time: 11.80
Epoch 16: Rec Loss: 0.0584, Time: 11.80
Epoch 17: Rec Loss: 0.0567, Time: 11.82
Epoch 18: Rec Loss: 0.0547, Time: 11.78
Epoch 19: Rec Loss: 0.0531, Time: 11.83
Validation - Time: 168.03
Recommendation Performanceat Epoch 19:
Recall@20: 0.0595, NDCG@20: 0.0346;
Recall@50: 0.1083, NDCG@50: 0.0490;
Epoch 20: Rec Loss: 0.0517, Time: 11.77
Epoch 21: Rec Loss: 0.0505, Time: 11.82
Epoch 22: Rec Loss: 0.0492, Time: 11.82
Epoch 23: Rec Loss: 0.0482, Time: 11.83
Epoch 24: Rec Loss: 0.0470, Time: 11.77
Epoch 25: Rec Loss: 0.0462, Time: 11.82
Epoch 26: Rec Loss: 0.0454, Time: 11.82
Epoch 27: Rec Loss: 0.0449, Time: 11.78
Epoch 28: Rec Loss: 0.0446, Time: 11.80
Epoch 29: Rec Loss: 0.0440, Time: 11.82
Epoch 30: Rec Loss: 0.0435, Time: 11.86
Epoch 31: Rec Loss: 0.0432, Time: 11.84
Epoch 32: Rec Loss: 0.0428, Time: 11.86
Epoch 33: Rec Loss: 0.0430, Time: 11.84
Epoch 34: Rec Loss: 0.0423, Time: 11.86
Epoch 35: Rec Loss: 0.0423, Time: 11.81
Epoch 36: Rec Loss: 0.0426, Time: 11.78
Epoch 37: Rec Loss: 0.0422, Time: 11.79
Epoch 38: Rec Loss: 0.0425, Time: 11.82
Epoch 39: Rec Loss: 0.0422, Time: 11.80
Validation - Time: 149.59
Recommendation Performanceat Epoch 39:
Recall@20: 0.0629, NDCG@20: 0.0370;
Recall@50: 0.1180, NDCG@50: 0.0532;
Epoch 40: Rec Loss: 0.0421, Time: 11.77
Epoch 41: Rec Loss: 0.0422, Time: 11.80
Epoch 42: Rec Loss: 0.0420, Time: 11.81
Epoch 43: Rec Loss: 0.0419, Time: 11.78
Epoch 44: Rec Loss: 0.0416, Time: 11.82
Epoch 45: Rec Loss: 0.0414, Time: 11.81
Epoch 46: Rec Loss: 0.0413, Time: 11.80
Epoch 47: Rec Loss: 0.0412, Time: 11.82
Epoch 48: Rec Loss: 0.0413, Time: 11.78
Epoch 49: Rec Loss: 0.0413, Time: 11.80
Epoch 50: Rec Loss: 0.0411, Time: 11.78
Epoch 51: Rec Loss: 0.0409, Time: 11.79
Epoch 52: Rec Loss: 0.0409, Time: 11.78
Epoch 53: Rec Loss: 0.0411, Time: 11.81
Epoch 54: Rec Loss: 0.0410, Time: 11.78
Epoch 55: Rec Loss: 0.0408, Time: 11.78
Epoch 56: Rec Loss: 0.0408, Time: 11.78
Epoch 57: Rec Loss: 0.0407, Time: 11.83
Epoch 58: Rec Loss: 0.0405, Time: 11.77
Epoch 59: Rec Loss: 0.0401, Time: 11.80
Validation - Time: 152.55
Recommendation Performanceat Epoch 59:
Recall@20: 0.0674, NDCG@20: 0.0397;
Recall@50: 0.1244, NDCG@50: 0.0563;
Epoch 60: Rec Loss: 0.0401, Time: 11.82
Epoch 61: Rec Loss: 0.0399, Time: 11.82
Epoch 62: Rec Loss: 0.0398, Time: 11.84
Epoch 63: Rec Loss: 0.0403, Time: 11.83
Epoch 64: Rec Loss: 0.0399, Time: 11.79
Epoch 65: Rec Loss: 0.0396, Time: 11.78
Epoch 66: Rec Loss: 0.0393, Time: 11.80
Epoch 67: Rec Loss: 0.0391, Time: 11.82
Epoch 68: Rec Loss: 0.0393, Time: 11.83
Epoch 69: Rec Loss: 0.0389, Time: 11.84
Epoch 70: Rec Loss: 0.0391, Time: 11.81
Epoch 71: Rec Loss: 0.0390, Time: 11.84
