{'seed': 2024, 'model': 'MF', 'dataset': 'MIND', 'min_interaction': 10, 'noise': 0.0, 'add_p': 1.0, 'out_dim': 64, 'use_gpu': True, 'device': device(type='cuda'), 'device_id': [0], 'batch_size': 2048, 'test_batch_size': 2048, 'patience': 100, 'val_interval': 20, 'lr': 0.001, 'weight_decay': 0.001, 'min_epochs': 40, 'n_epochs': 100, 'rec_top_k': [20, 50], 'method': 'VQ', 'temp': 0.1, 'item_num': 5, 'num_codebook': 512, 'num_hirearchy': 3, 'main_file': '2025041707_0.001_0.001_512'}
MF
{'device': device(type='cuda'), 'dim': 64, 'denoise_config': {'num_codebook': 512, 'num_hirearchy': 3, 'codebook_dimension': 64, 'begin_adv': 10}}
#User: 38441, #Item: 38000, #Ratings: 1210953, AvgLen: 31.5, Sparsity: 99.92
Create Dataloader with batch_size:2048
Epoch 0: Rec Loss: 0.6869, Time: 6.89
Epoch 1: Rec Loss: 0.6613, Time: 6.73
Epoch 2: Rec Loss: 0.6084, Time: 6.64
Epoch 3: Rec Loss: 0.4806, Time: 6.64
Epoch 4: Rec Loss: 0.3201, Time: 6.64
Epoch 5: Rec Loss: 0.2221, Time: 6.65
Epoch 6: Rec Loss: 0.1754, Time: 6.73
Epoch 7: Rec Loss: 0.1517, Time: 6.73
Epoch 8: Rec Loss: 0.1371, Time: 6.63
Epoch 9: Rec Loss: 0.1268, Time: 6.72
Epoch 10: Rec Loss: 0.0745, Time: 12.02
Epoch 11: Rec Loss: 0.0751, Time: 11.95
Epoch 12: Rec Loss: 0.0709, Time: 11.95
Epoch 13: Rec Loss: 0.0670, Time: 11.97
Epoch 14: Rec Loss: 0.0642, Time: 11.94
Epoch 15: Rec Loss: 0.0626, Time: 11.96
Epoch 16: Rec Loss: 0.0594, Time: 11.95
Epoch 17: Rec Loss: 0.0578, Time: 12.04
Epoch 18: Rec Loss: 0.0553, Time: 12.08
Epoch 19: Rec Loss: 0.0534, Time: 12.02
Validation - Time: 152.90
Recommendation Performanceat Epoch 19:
Recall@20: 0.0595, NDCG@20: 0.0346;
Recall@50: 0.1085, NDCG@50: 0.0490;
Epoch 20: Rec Loss: 0.0519, Time: 11.99
Epoch 21: Rec Loss: 0.0508, Time: 12.01
Epoch 22: Rec Loss: 0.0496, Time: 11.98
Epoch 23: Rec Loss: 0.0486, Time: 11.95
Epoch 24: Rec Loss: 0.0474, Time: 11.96
Epoch 25: Rec Loss: 0.0468, Time: 11.96
Epoch 26: Rec Loss: 0.0462, Time: 11.98
Epoch 27: Rec Loss: 0.0459, Time: 11.99
Epoch 28: Rec Loss: 0.0459, Time: 11.99
Epoch 29: Rec Loss: 0.0459, Time: 12.01
Epoch 30: Rec Loss: 0.0455, Time: 12.00
Epoch 31: Rec Loss: 0.0456, Time: 12.00
Epoch 32: Rec Loss: 0.0452, Time: 11.99
Epoch 33: Rec Loss: 0.0454, Time: 11.96
Epoch 34: Rec Loss: 0.0448, Time: 11.97
Epoch 35: Rec Loss: 0.0447, Time: 12.00
Epoch 36: Rec Loss: 0.0447, Time: 12.00
Epoch 37: Rec Loss: 0.0444, Time: 12.01
Epoch 38: Rec Loss: 0.0444, Time: 12.00
Epoch 39: Rec Loss: 0.0439, Time: 12.00
Validation - Time: 152.58
Recommendation Performanceat Epoch 39:
Recall@20: 0.0626, NDCG@20: 0.0369;
Recall@50: 0.1170, NDCG@50: 0.0528;
Epoch 40: Rec Loss: 0.0438, Time: 12.00
Epoch 41: Rec Loss: 0.0435, Time: 11.95
Epoch 42: Rec Loss: 0.0433, Time: 11.94
Epoch 43: Rec Loss: 0.0432, Time: 11.96
Epoch 44: Rec Loss: 0.0430, Time: 11.95
Epoch 45: Rec Loss: 0.0429, Time: 11.98
Epoch 46: Rec Loss: 0.0426, Time: 11.95
Epoch 47: Rec Loss: 0.0424, Time: 11.96
Epoch 48: Rec Loss: 0.0422, Time: 11.97
Epoch 49: Rec Loss: 0.0423, Time: 11.96
Epoch 50: Rec Loss: 0.0419, Time: 11.95
Epoch 51: Rec Loss: 0.0419, Time: 11.97
Epoch 52: Rec Loss: 0.0417, Time: 11.97
Epoch 53: Rec Loss: 0.0414, Time: 11.99
Epoch 54: Rec Loss: 0.0414, Time: 11.96
Epoch 55: Rec Loss: 0.0410, Time: 11.97
Epoch 56: Rec Loss: 0.0410, Time: 12.05
Epoch 57: Rec Loss: 0.0409, Time: 12.08
Epoch 58: Rec Loss: 0.0408, Time: 12.07
Epoch 59: Rec Loss: 0.0403, Time: 12.00
Validation - Time: 152.70
Recommendation Performanceat Epoch 59:
Recall@20: 0.0669, NDCG@20: 0.0395;
Recall@50: 0.1236, NDCG@50: 0.0560;
Epoch 60: Rec Loss: 0.0404, Time: 12.07
Epoch 61: Rec Loss: 0.0400, Time: 12.08
Epoch 62: Rec Loss: 0.0401, Time: 12.10
Epoch 63: Rec Loss: 0.0400, Time: 12.07
Epoch 64: Rec Loss: 0.0397, Time: 12.08
Epoch 65: Rec Loss: 0.0396, Time: 12.07
Epoch 66: Rec Loss: 0.0395, Time: 12.08
Epoch 67: Rec Loss: 0.0390, Time: 11.99
Epoch 68: Rec Loss: 0.0391, Time: 11.99
Epoch 69: Rec Loss: 0.0388, Time: 12.10
Epoch 70: Rec Loss: 0.0386, Time: 12.07
Epoch 71: Rec Loss: 0.0384, Time: 12.07
Epoch 72: Rec Loss: 0.0385, Time: 12.09
Epoch 73: Rec Loss: 0.0385, Time: 12.07
Epoch 74: Rec Loss: 0.0383, Time: 12.06
Epoch 75: Rec Loss: 0.0382, Time: 12.00
Epoch 76: Rec Loss: 0.0383, Time: 11.97
Epoch 77: Rec Loss: 0.0383, Time: 11.97
Epoch 78: Rec Loss: 0.0382, Time: 11.99
Epoch 79: Rec Loss: 0.0379, Time: 11.99
Validation - Time: 153.22
Recommendation Performanceat Epoch 79:
Recall@20: 0.0697, NDCG@20: 0.0412;
Recall@50: 0.1292, NDCG@50: 0.0585;
Epoch 80: Rec Loss: 0.0379, Time: 12.01
Epoch 81: Rec Loss: 0.0374, Time: 12.06
Epoch 82: Rec Loss: 0.0378, Time: 12.06
Epoch 83: Rec Loss: 0.0376, Time: 12.08
Epoch 84: Rec Loss: 0.0377, Time: 12.06
Epoch 85: Rec Loss: 0.0372, Time: 12.06
Epoch 86: Rec Loss: 0.0370, Time: 12.04
Epoch 87: Rec Loss: 0.0372, Time: 12.03
Epoch 88: Rec Loss: 0.0373, Time: 12.06
Epoch 89: Rec Loss: 0.0373, Time: 12.06
Epoch 90: Rec Loss: 0.0371, Time: 12.05
Epoch 91: Rec Loss: 0.0368, Time: 12.07
Epoch 92: Rec Loss: 0.0368, Time: 12.05
